,album,artist,lyric,song
1874,Young Sinatra (2011),Young Sinatra,Now I ain't tryin' to be mean,Growing Pains II
1875,Young Sinatra (2011),Young Sinatra,Now I ain't tryin' to be mean,Growing Pains II
1876,Young Sinatra (2011),Young Sinatra,But everything ain't what it seem,Growing Pains II
1877,Young Sinatra (2011),Young Sinatra,So many times did I design a rhyme to blow your mind?,Growing Pains II
1878,Young Sinatra (2011),Young Sinatra,'Cause I know that I wasn't destined to live a life of crime,Growing Pains II
1879,Young Sinatra (2011),Young Sinatra,I remember Christmas's with no presents,Growing Pains II
1880,Young Sinatra (2011),Young Sinatra,I use to fear my future now I dread my adolescence,Growing Pains II
1881,Young Sinatra (2011),Young Sinatra,Living a life of logic,Growing Pains II
1882,Young Sinatra (2011),Young Sinatra,But it ain't what it's cut out to be,Growing Pains II
1883,Young Sinatra (2011),Young Sinatra,'Cause if I couldn't rap y'all wouldn't give a fuck about me,Growing Pains II
1884,Young Sinatra (2011),Young Sinatra,Hip hop is politics,Growing Pains II
1885,Young Sinatra (2011),Young Sinatra,Filled with nothing but strife and stress,Growing Pains II
1886,Young Sinatra (2011),Young Sinatra,Time is money and it's hard to invest,Growing Pains II
1887,Young Sinatra (2011),Young Sinatra,Step on the stage I get the honeys so wet,Growing Pains II
1888,Young Sinatra (2011),Young Sinatra,Rockin' thousand dollar tuxes sippin on nothing but Moet,Growing Pains II
1889,Young Sinatra (2011),Young Sinatra,Thinking I'm so set but really I ain't done shit yet,Growing Pains II
1890,Young Sinatra (2011),Young Sinatra,This game is war and in my mind I'm like a Vietnam vet,Growing Pains II
1891,Young Sinatra (2011),Young Sinatra,Now I'm on the come up,Growing Pains II
1892,Young Sinatra (2011),Young Sinatra,Anything that y'all do I'll one up,Growing Pains II
1893,Young Sinatra (2011),Young Sinatra,Y'all grind till 3 in the morning; I grind till the sun up,Growing Pains II
1894,Young Sinatra (2011),Young Sinatra,Homie that's dedication,Growing Pains II
1895,Young Sinatra (2011),Young Sinatra,This world is what I'm facing,Growing Pains II
1896,Young Sinatra (2011),Young Sinatra,I only hope in the end that they all love and embrace em,Growing Pains II
1897,Young Sinatra (2011),Young Sinatra,For the motherfuckers that hated I made it,Growing Pains II
1898,Young Sinatra (2011),Young Sinatra,"Slowly elevated, escalated onto another level ha",Growing Pains II
1899,Young Sinatra (2011),Young Sinatra,My flow is crack the game is Whitney yeah,Growing Pains II
1900,Young Sinatra (2011),Young Sinatra,Fame is Bobby on their first date it ain't hit me yet,Growing Pains II
1901,Young Sinatra (2011),Young Sinatra,Visualizing driving down the horizon,Growing Pains II
1902,Young Sinatra (2011),Young Sinatra,While you despising the fact that I'm rising,Growing Pains II
1903,Young Sinatra (2011),Young Sinatra,So much hate within this world this shit is so traumatizing,Growing Pains II
1904,Young Sinatra (2011),Young Sinatra,Steppin to me yeah you better be alphabetically ready,Growing Pains II
1905,Young Sinatra (2011),Young Sinatra,Aim steady,Growing Pains II
1906,Young Sinatra (2011),Young Sinatra,Lyricism sharp as machete,Growing Pains II
1907,Young Sinatra (2011),Young Sinatra,I got it already,Growing Pains II
1908,Young Sinatra (2011),Young Sinatra,See I was born to sell records,Growing Pains II
1909,Young Sinatra (2011),Young Sinatra,You was destined to sell tunes,Growing Pains II
1910,Young Sinatra (2011),Young Sinatra,All up your headphones,Growing Pains II
1911,Young Sinatra (2011),Young Sinatra,Killing booths like cellphones,Growing Pains II
1912,Young Sinatra (2011),Young Sinatra,(I got it),Growing Pains II
1913,Young Sinatra (2011),Young Sinatra,'Cause everything ain't what is seems,Growing Pains II
1914,Young Sinatra (2011),Young Sinatra,It ain't just him it takes a team,Growing Pains II
1915,Young Sinatra (2011),Young Sinatra,At the ten headed to the zone in his mug mean,Growing Pains II
1916,Young Sinatra (2011),Young Sinatra,Yeah the quarterback shines but not without a sense of safety,Growing Pains II
1917,Young Sinatra (2011),Young Sinatra,So truly he is me and motherfucker you can't face me,Growing Pains II
1918,Young Sinatra (2011),Young Sinatra,Now I've had a lot of doubt,Growing Pains II
1919,Young Sinatra (2011),Young Sinatra,But I had to throw that out,Growing Pains II
1920,Young Sinatra (2011),Young Sinatra,'Cause I find that they listen when I rhyme not when I shout,Growing Pains II
1921,Young Sinatra (2011),Young Sinatra,And right now shit is rocky,Growing Pains II
1922,Young Sinatra (2011),Young Sinatra,With me and my girl,Growing Pains II
1923,Young Sinatra (2011),Young Sinatra,See music is my moon but this shawty is my world,Growing Pains II
1924,Young Sinatra (2011),Young Sinatra,Think about you all the time,Growing Pains II
1925,Young Sinatra (2011),Young Sinatra,Turn that shit into a rhyme,Growing Pains II
1926,Young Sinatra (2011),Young Sinatra,'Cause sometimes you can ignore me,Growing Pains II
1927,Young Sinatra (2011),Young Sinatra,But the beat listens just fine,Growing Pains II
1928,Young Sinatra (2011),Young Sinatra,Tell me do you even know,Growing Pains II
1929,Young Sinatra (2011),Young Sinatra,If you truly want to grow,Growing Pains II
1930,Young Sinatra (2011),Young Sinatra,Hate letters when I'm writing Love Jones all I know,Growing Pains II
1931,Young Sinatra (2011),Young Sinatra,'Cause everything ain't what it seems,Growing Pains II
1932,Young Sinatra (2011),Young Sinatra,Living a life you only dream about,Growing Pains II
1933,Young Sinatra (2011),Young Sinatra,Flow angelic but now it's time to bring the demon out,Growing Pains II
1934,Young Sinatra (2011),Young Sinatra,Can you feel me?,Growing Pains II
1935,Young Sinatra (2011),Young Sinatra,I said it's hard being a saint inside a sinner's body,Growing Pains II
1936,Young Sinatra (2011),Young Sinatra,You know its hard living as Logic after living as Bobby,Growing Pains II
1937,Young Sinatra (2011),Young Sinatra,This is the life I depicted,Growing Pains II
1938,Young Sinatra (2011),Young Sinatra,As a child I picked it,Growing Pains II
1939,Young Sinatra (2011),Young Sinatra,Feeling conflicted,Growing Pains II
1940,Young Sinatra (2011),Young Sinatra,To music I am addicted,Growing Pains II
1941,Young Sinatra (2011),Young Sinatra,Not one of y'all can predict it,Growing Pains II
1942,Young Sinatra (2011),Young Sinatra,So many bars I'm feeling convicted,Growing Pains II
1943,Young Sinatra (2011),Young Sinatra,Now writing like a felon I'm selling homie who you telling,Growing Pains II
1944,Young Sinatra (2011),Young Sinatra,While y'all do everything by the book fuck that I'm rebelling,Growing Pains II
1945,Young Sinatra (2011),Young Sinatra,Bitch I'm on another level,Growing Pains II
1946,Young Sinatra (2011),Young Sinatra,A level you ain't seen,Growing Pains II
1947,Young Sinatra (2011),Young Sinatra,"A level that is truly only deemed for a king, 'cause",Growing Pains II
1948,Young Sinatra (2011),Young Sinatra,The second you listen it's my mission to murder any rendition,Growing Pains II
1949,Young Sinatra (2011),Young Sinatra,Busting with precision,Growing Pains II
1950,Young Sinatra (2011),Young Sinatra,If you in my vision I'm never missing,Growing Pains II
1951,Young Sinatra (2011),Young Sinatra,Logic administer sinister verses like a minister for the listener,Growing Pains II
1952,Young Sinatra (2011),Young Sinatra,Can you motherfuckers feel me?,Growing Pains II
1953,Young Sinatra (2011),Young Sinatra,Everybody like (Hey!) are you ready to go? Ready to go,Are You Ready
1954,Young Sinatra (2011),Young Sinatra,Everybody like (Hey!) are you ready to go? Ready to go,Are You Ready
1955,Young Sinatra (2011),Young Sinatra,(Hey!) Are you ready to go? Ready to go,Are You Ready
1956,Young Sinatra (2011),Young Sinatra,Everybody like (Hey!) are you ready to go? Ready to go,Are You Ready
1957,Young Sinatra (2011),Young Sinatra,"On my Charlie Sheen, homie, yes I am a winner",Are You Ready
1958,Young Sinatra (2011),Young Sinatra,"And when it comes to making music, I am no beginner",Are You Ready
1959,Young Sinatra (2011),Young Sinatra,"Hit the stage and get wild, my braniac's loud",Are You Ready
1960,Young Sinatra (2011),Young Sinatra,Call me 007 because I bond with the crowd,Are You Ready
1961,Young Sinatra (2011),Young Sinatra,You shine like a star but I sun it,Are You Ready
1962,Young Sinatra (2011),Young Sinatra,"50 keep it a 100, homie you know I run it",Are You Ready
1963,Young Sinatra (2011),Young Sinatra,The game needs change and Logic can break a 100,Are You Ready
1964,Young Sinatra (2011),Young Sinatra,"I had a shorty to bun it, until she didn't want it",Are You Ready
1965,Young Sinatra (2011),Young Sinatra,So I focused on the flow and they gon' put me on the map,Are You Ready
1966,Young Sinatra (2011),Young Sinatra,"With a pocket full of change, every day a different dime",Are You Ready
1967,Young Sinatra (2011),Young Sinatra,Only fuck with golden girls and I ain't talking Lifetime,Are You Ready
1968,Young Sinatra (2011),Young Sinatra,When I rhyme they up on me 'cause they seen how I'mma shine,Are You Ready
1969,Young Sinatra (2011),Young Sinatra,Now you may be wondering how my raps rock,Are You Ready
1970,Young Sinatra (2011),Young Sinatra,'Cause I'm so fifth key to the right of Caps Lock,Are You Ready
1971,Young Sinatra (2011),Young Sinatra,And when my tracks drop I'mma be sipping Ciroc,Are You Ready
1972,Young Sinatra (2011),Young Sinatra,With a whole skyline chilling in the backdrop,Are You Ready
1973,Young Sinatra (2011),Young Sinatra,"Shit, nigga I was born ready",Are You Ready
1974,Young Sinatra (2011),Young Sinatra,"And I swear I'm what these rappers can't bear, warn teddy",Are You Ready
1975,Young Sinatra (2011),Young Sinatra,My Pro Tools bouncing like a '64 Chevy,Are You Ready
1976,Young Sinatra (2011),Young Sinatra,I'm trying to win fast y'all on that Eddie,Are You Ready
1977,Young Sinatra (2011),Young Sinatra,"Plus Carl and Harriet, G is how I carry it",Are You Ready
1978,Young Sinatra (2011),Young Sinatra,"Been in it for miles, don't believe ask Darius",Are You Ready
1979,Young Sinatra (2011),Young Sinatra,Running this beach like Chariots of Fire,Are You Ready
1980,Young Sinatra (2011),Young Sinatra,I aspire to be higher than these superficial liars,Are You Ready
1981,Young Sinatra (2011),Young Sinatra,"The attire I acquire cost a grip, buy your pliers",Are You Ready
1982,Young Sinatra (2011),Young Sinatra,"I'm a ball out and die in Maryland, Len Bias",Are You Ready
1983,Young Sinatra (2011),Young Sinatra,"Apply a sire to my name, yeah you ain't know I'm royal",Are You Ready
1984,Young Sinatra (2011),Young Sinatra,"I foil from slick talk, yeah trip of that oil",Are You Ready
1985,Young Sinatra (2011),Young Sinatra,"Toying with girls feelings, lord forgive me I need healing",Are You Ready
1986,Young Sinatra (2011),Young Sinatra,I know you said it's wrong but a long would make a killing,Are You Ready
1987,Young Sinatra (2011),Young Sinatra,"Hit the bong I hit the ceiling, hit the drink I hit the floor",Are You Ready
1988,Young Sinatra (2011),Young Sinatra,If they show 'em in the buildin to the crowd then let me know,Are You Ready
1989,Young Sinatra (2011),Young Sinatra,Everybody like (Hey!) are you ready to go? Ready to go,Are You Ready
1990,Young Sinatra (2011),Young Sinatra,Everybody like (Hey!) are you ready to go? Ready to go,Are You Ready
1991,Young Sinatra (2011),Young Sinatra,(Hey!) Are you ready to go? Ready to go,Are You Ready
1992,Young Sinatra (2011),Young Sinatra,Everybody like (Hey!) are you ready to go? Ready to go,Are You Ready
1993,Young Sinatra (2011),Young Sinatra,Various women I'm swimming in like a shark,Young Sinatra II
1994,Young Sinatra (2011),Young Sinatra,"Hold up, that was the first one",Young Sinatra II
1995,Young Sinatra (2011),Young Sinatra,Let me run it back and restart,Young Sinatra II
1996,Young Sinatra (2011),Young Sinatra,Young Sinatra ripping the beat apart,Young Sinatra II
1997,Young Sinatra (2011),Young Sinatra,Shining like a diamond,Young Sinatra II
